Time(Iteration),CoLinCoTheta,LinUCBCoTheta,CoLinTheta,,,,,
247,0.0835088085502,0.0471523994967,0.442194604961,,,,,
248,0.0835832107551,0.0469339322976,0.44172865345,,,,,
249,0.0834772003305,0.0468940906346,0.441716100388,,,,,
250,0.0834313058097,0.0467550826374,0.441458652153,,,,,
251,0.0832033260952,0.0463096921858,0.440979991088,,,,,
252,0.0826847447086,0.0462642801164,0.440220840377,,,,,
253,0.0823779629149,0.0458457451486,0.439889168646,,,,,
254,0.0822524989036,0.0457047026122,0.439625651258,,,,,
255,0.081909151873,0.045356377768,0.438885271997,,,,,
256,0.0816958756044,0.0452550701265,0.438512323383,,,,,
257,0.0815349077291,0.0452014476829,0.438252070459,,,,,
258,0.0813843262379,0.0450361185367,0.437781087218,,,,,
259,0.0810117297324,0.0450716700391,0.437495210678,,,,,
260,0.0805796030868,0.0450252900348,0.437097651952,,,,,
261,0.0799347637149,0.044967195785,0.436621232887,,,,,
262,0.0791355083722,0.0447338481458,0.436029529057,,,,,
263,0.0789035085303,0.0446295352207,0.435765397378,,,,,
264,0.0788199212106,0.0443527991173,0.435674222211,,,,,
265,0.0786522181357,0.0441050666668,0.434814264957,,,,,
266,0.0786027789755,0.0441151789263,0.43435792761,,,,,
267,0.0785345357462,0.0441267596459,0.433660819083,,,,,
268,0.078623837898,0.0441465821741,0.433474521288,,,,,
269,0.078550568038,0.0441123792889,0.433008075445,,,,,
270,0.0785292392925,0.0440582826292,0.432837447547,,,,,
271,0.0784462049595,0.0439866120629,0.432701725502,,,,,
272,0.0783276608018,0.043703085839,0.432351206647,,,,,
273,0.0781692605938,0.0436925223964,0.4320957103,,,,,
274,0.0780440667037,0.0434931866526,0.431689083407,,,,,
275,0.0780636704295,0.0432483604883,0.431373630685,,,,,
276,0.0780287996122,0.0433226875734,0.431356793474,,,,,
277,0.0779376128846,0.0429554981359,0.431189504953,,,,,
278,0.077935246045,0.0431793469817,0.43070048702,,,,,
279,0.0779599033688,0.0433043636412,0.430284398971,,,,,
280,0.0776307120987,0.0433991570377,0.42960738895,,,,,
281,0.0774142220558,0.0436782204224,0.429079757345,,,,,
282,0.077259700263,0.0435662555961,0.428630962087,,,,,
283,0.0769516334952,0.0435042078611,0.428047594036,,,,,
284,0.0768670956274,0.0433684559491,0.427828326715,,,,,
285,0.0766144709566,0.0434521473535,0.427446169461,,,,,
286,0.0763503057104,0.0433339065431,0.427179633715,,,,,
287,0.0761976584576,0.0430786333404,0.426291711153,,,,,
288,0.0762217372635,0.0428772114382,0.426645008069,,,,,
289,0.0761414100058,0.0426190139211,0.426415675371,,,,,
290,0.0754708354666,0.0427003645401,0.425575224979,,,,,
291,0.0755067053516,0.0425679748927,0.425313412971,,,,,
292,0.0752240091388,0.0422618922602,0.424853689308,,,,,
293,0.0750787331317,0.042106335779,0.424618849173,,,,,
294,0.0746578882588,0.041914096246,0.424034451566,,,,,
295,0.0744936834471,0.0418440460383,0.423765767905,,,,,
296,0.0743951554987,0.0419269207867,0.423403583138,,,,,
297,0.0743907386694,0.0418870655465,0.423399822363,,,,,
298,0.0744180398077,0.0418010501545,0.42327291694,,,,,
299,0.0744430511084,0.0419348821207,0.423046830409,,,,,
