Time(Iteration),CoLinCoTheta,GOBLinCoTheta,LinUCBCoTheta,CoLinTheta,,,,,
49,0.224205425575,0.271038533275,0.151477831615,0.575603317968,,,,,
50,0.221840228921,0.269081614378,0.146398536744,0.574791891661,,,,,
51,0.218119265536,0.268399096332,0.144998482066,0.572460049285,,,,,
52,0.217073662993,0.26707665447,0.144289191399,0.571826976607,,,,,
53,0.216506598321,0.26720358935,0.143344083046,0.571442115385,,,,,
54,0.215998716169,0.267125420805,0.141840308007,0.57021171716,,,,,
55,0.209774407431,0.266261659524,0.142588477058,0.566816634339,,,,,
56,0.209214729955,0.266281484297,0.141375870692,0.565451381761,,,,,
57,0.208562135485,0.266959361237,0.141421355457,0.563729985982,,,,,
58,0.207201569909,0.266511612799,0.139930566804,0.561998055695,,,,,
59,0.203371249756,0.264919809405,0.13947457862,0.559608839033,,,,,
60,0.200391402375,0.263729015571,0.13614916638,0.557291316226,,,,,
61,0.19936862294,0.263083642981,0.133312574683,0.556311810055,,,,,
62,0.199431693282,0.262852761727,0.132015867328,0.555888064045,,,,,
63,0.199463859024,0.26307316427,0.130423956181,0.555068504286,,,,,
64,0.187432546542,0.25659927124,0.127482979107,0.550760017574,,,,,
65,0.18524173815,0.255442019982,0.121265467022,0.549426436246,,,,,
66,0.184469951726,0.255710117404,0.120541038102,0.548581066642,,,,,
67,0.181539613149,0.254772583371,0.119065434584,0.546625918189,,,,,
68,0.17949345981,0.253426682115,0.118428864828,0.545122966769,,,,,
69,0.177057454293,0.252048919352,0.117124102155,0.544110658186,,,,,
70,0.176507606907,0.252472214823,0.115945657504,0.542742754628,,,,,
71,0.17555515986,0.251524968263,0.115489165505,0.541927219476,,,,,
72,0.175663939753,0.251774388126,0.11360636993,0.541195470871,,,,,
73,0.174955991817,0.251589003838,0.112839573149,0.540124015855,,,,,
74,0.17382726767,0.250765431699,0.112050773988,0.539296677579,,,,,
75,0.170732232337,0.247103600212,0.111193917943,0.537552889252,,,,,
76,0.163032965463,0.242716760636,0.109210849808,0.533841502691,,,,,
77,0.157302490635,0.240871916995,0.108796031184,0.53045755542,,,,,
78,0.155800202948,0.240155253528,0.107558316052,0.529057203089,,,,,
79,0.154542478472,0.239502762692,0.10686410367,0.528108106173,,,,,
80,0.154206744752,0.237230050011,0.105900478624,0.527290800883,,,,,
81,0.152804215939,0.232508767168,0.104398958224,0.525712894006,,,,,
82,0.150822375216,0.231674347679,0.103832421031,0.525299189672,,,,,
83,0.150696689345,0.232044655313,0.104382365067,0.52398300165,,,,,
84,0.149763125896,0.231456228222,0.102757481987,0.52312742043,,,,,
85,0.148093821299,0.230128199253,0.101836477637,0.521175587107,,,,,
86,0.147520923441,0.229729696241,0.101712914112,0.521042920386,,,,,
87,0.146741636095,0.229606752338,0.102263174126,0.520540522652,,,,,
88,0.146495381877,0.229526214561,0.101933401185,0.519834798326,,,,,
89,0.146066990444,0.22866228938,0.101442377636,0.519014588997,,,,,
90,0.144182432691,0.228092893204,0.100614399646,0.517354019404,,,,,
91,0.144096713444,0.228172174374,0.10018252125,0.516557757751,,,,,
92,0.143808510985,0.228590290577,0.09597441663,0.515260022524,,,,,
93,0.143025767949,0.227581140905,0.0946660167229,0.514344476991,,,,,
94,0.141784610894,0.228064719473,0.0945662418097,0.512831625816,,,,,
95,0.140432851432,0.228051507553,0.0924947737253,0.512260904228,,,,,
96,0.139759140759,0.227569099706,0.0915421482927,0.51168610508,,,,,
97,0.139597608606,0.227444443565,0.0911200666661,0.511597285076,,,,,
98,0.139062945073,0.228054757505,0.0901407004703,0.510473945908,,,,,
99,0.138723289105,0.227961543369,0.0900607401922,0.509806686033,,,,,
100,0.137197237249,0.227056189437,0.0887917630221,0.508447859126,,,,,
101,0.132996353985,0.226831514027,0.0882322368061,0.506236516727,,,,,
102,0.132962960166,0.22719405563,0.0878257985087,0.505995911509,,,,,
103,0.133170835829,0.224806439202,0.0847590052151,0.505773644988,,,,,
104,0.132892972327,0.224837672065,0.0845244711365,0.504669337105,,,,,
105,0.132899980469,0.225451055771,0.0846023339723,0.50372546651,,,,,
106,0.132508184386,0.22582423611,0.0841455530077,0.50197028543,,,,,
107,0.132189376426,0.225711030143,0.083503041196,0.50158742612,,,,,
108,0.132004693742,0.225327723185,0.0831200950388,0.501076885501,,,,,
109,0.131893268379,0.225089815027,0.0825578106007,0.49999124225,,,,,
110,0.13147415843,0.224926382568,0.0827028480498,0.499879260104,,,,,
111,0.131793954206,0.225237465175,0.0824046227184,0.49934080676,,,,,
112,0.131795133064,0.224261864412,0.0819731852251,0.498814086779,,,,,
113,0.13159993107,0.223967456939,0.0812478415655,0.498473512604,,,,,
114,0.131501975501,0.224372244768,0.0797223217122,0.498367924,,,,,
115,0.131419928854,0.224528169108,0.0798783000518,0.49735674802,,,,,
116,0.131391664038,0.22442575833,0.0798612618526,0.497086086125,,,,,
117,0.13116729486,0.22391442034,0.0793048514632,0.496460705508,,,,,
118,0.131251474279,0.223730088202,0.0791987477291,0.496009562298,,,,,
119,0.130120786356,0.223344491756,0.0784914549244,0.494833057742,,,,,
120,0.128519501955,0.223419607019,0.0784663961133,0.493742480214,,,,,
121,0.127179856448,0.22191400303,0.0779528056449,0.492616554657,,,,,
122,0.126133900688,0.222237566173,0.0769177168061,0.491814193429,,,,,
123,0.125998482527,0.222562811817,0.0765043742815,0.491485490094,,,,,
124,0.125416863629,0.222870372431,0.0762975501039,0.490455066835,,,,,
125,0.124735449639,0.222840115503,0.0760857131836,0.489761752324,,,,,
126,0.124819402922,0.223068018496,0.0758390939156,0.489480650299,,,,,
127,0.124763386851,0.222529743749,0.0757513938217,0.489420442613,,,,,
128,0.124720671418,0.222333535961,0.0744608453627,0.489351661525,,,,,
129,0.124053653199,0.221736251352,0.0739952335068,0.488026869568,,,,,
130,0.123852729858,0.222077496197,0.0732159017726,0.487131533925,,,,,
131,0.123553500348,0.222540862097,0.0731012807104,0.486484526401,,,,,
132,0.123213057242,0.222430546552,0.0727916370318,0.486084171827,,,,,
133,0.123309784626,0.222513252951,0.0721225480466,0.486055558485,,,,,
134,0.122933754133,0.221580011531,0.0716624478577,0.485467824986,,,,,
135,0.120082967012,0.221445020931,0.0715867795296,0.484206549117,,,,,
136,0.120016259651,0.222038881523,0.0711676842208,0.483634014533,,,,,
137,0.119825669222,0.222220186463,0.0710148384465,0.483088433493,,,,,
138,0.119625299237,0.222855736236,0.071061583959,0.481899066685,,,,,
139,0.119657114573,0.223102662419,0.0707431084006,0.481776137949,,,,,
140,0.117480616685,0.221679652052,0.0699126680108,0.479633285324,,,,,
141,0.116249459085,0.222459122679,0.0697482011596,0.477862869894,,,,,
142,0.116108173198,0.22263461527,0.0699605066958,0.477640615112,,,,,
143,0.116119627653,0.222702756381,0.0696470814158,0.477186938335,,,,,
144,0.115894878209,0.219898049892,0.0687283652946,0.476745611334,,,,,
145,0.115803562029,0.220185073337,0.0687311317285,0.476665736712,,,,,
146,0.115729129978,0.220566550623,0.0687153775879,0.475953763596,,,,,
147,0.114743844795,0.220435159455,0.0683132887165,0.475359674169,,,,,
148,0.114658266605,0.220470007147,0.0677384205402,0.475521520826,,,,,
149,0.114246773078,0.220065401067,0.0669159638393,0.475148829115,,,,,
150,0.113490380978,0.219692913114,0.066539626363,0.474620920767,,,,,
151,0.112791578601,0.219711535538,0.0661001326561,0.474385864,,,,,
152,0.112800184621,0.21998999891,0.0659053057998,0.473721533455,,,,,
153,0.112808878918,0.220551026059,0.0651507240684,0.472853276573,,,,,
154,0.112085571118,0.219480066125,0.064799820322,0.472275045001,,,,,
155,0.111350136676,0.220061707645,0.0642470987166,0.471672851567,,,,,
156,0.11126749747,0.220713679697,0.064247826364,0.471550118047,,,,,
157,0.110803368316,0.220658804838,0.0633535563472,0.471219228689,,,,,
158,0.110430120576,0.220911168293,0.0627080762697,0.470723252777,,,,,
159,0.109974385882,0.220678103782,0.0618654628557,0.470164844523,,,,,
160,0.109733490399,0.22084634392,0.0617581278306,0.469296699128,,,,,
161,0.10784336857,0.219646776781,0.0602905685584,0.468250359384,,,,,
162,0.10720414288,0.220131670011,0.0602761534284,0.467517064508,,,,,
163,0.107217356469,0.220529252562,0.0602052464746,0.466821039605,,,,,
164,0.10687679205,0.2207950732,0.0602467957153,0.466059681858,,,,,
165,0.106115341751,0.220816349493,0.0603433259376,0.464931224819,,,,,
166,0.105378118811,0.220347080222,0.0605136330194,0.464400306983,,,,,
167,0.105278266042,0.220572102103,0.0603204390305,0.463631737665,,,,,
168,0.104812350486,0.220637819216,0.060148837201,0.462802114041,,,,,
169,0.104893525861,0.220542365681,0.0598644023519,0.462708904017,,,,,
170,0.104840102356,0.219868303739,0.0594768395854,0.462759086744,,,,,
171,0.104767040961,0.219731093965,0.0593974280974,0.462238344493,,,,,
172,0.104743545229,0.219808328876,0.0593710802939,0.462154687369,,,,,
173,0.104248218303,0.219878281829,0.059098288596,0.461837881069,,,,,
174,0.101520371143,0.219401065078,0.0580534008885,0.460758119881,,,,,
175,0.101164786011,0.218778077993,0.0578844270912,0.460460234142,,,,,
176,0.100413713066,0.218656916317,0.0580393876413,0.459981065514,,,,,
177,0.098408391249,0.218452863563,0.0580580439013,0.457347626909,,,,,
178,0.0975766706978,0.21913886213,0.0580510856114,0.456509061119,,,,,
179,0.0970067478943,0.219429316903,0.0578535329102,0.456042070929,,,,,
180,0.0965687425642,0.219903100284,0.0578877689187,0.455040460841,,,,,
181,0.0961700773118,0.220575809394,0.0579372343749,0.454589738893,,,,,
182,0.0952140711217,0.220226304585,0.0576766165783,0.453853381672,,,,,
183,0.0949865844599,0.22031771967,0.0571541697674,0.453480558623,,,,,
184,0.094988779453,0.220256470782,0.0571103825413,0.45351590929,,,,,
185,0.0942496257761,0.220159120671,0.0565084613059,0.452299293936,,,,,
186,0.0933821298441,0.220338790158,0.056340885514,0.451653808935,,,,,
187,0.0931929185967,0.220325966714,0.0558367925479,0.451048118163,,,,,
188,0.0925059660583,0.219880727363,0.0551934389546,0.450068285082,,,,,
189,0.0903317240868,0.219869663587,0.0550578906456,0.449664348573,,,,,
190,0.0899607534958,0.219793005794,0.0547134643012,0.449439727981,,,,,
191,0.089744612997,0.219724901123,0.0546824737267,0.448507533834,,,,,
192,0.0892402355179,0.219898286829,0.0540100760307,0.447894714613,,,,,
193,0.0884600736836,0.219975848442,0.0541771799051,0.447500624014,,,,,
194,0.0883946102949,0.219927249598,0.0541519203193,0.446751005043,,,,,
195,0.0883920497654,0.220143022252,0.0543616455965,0.446339841858,,,,,
196,0.0883942296365,0.22027141227,0.0543500609027,0.446088421577,,,,,
197,0.0884777536615,0.220908456064,0.054565964173,0.445534386023,,,,,
198,0.0883452350307,0.221190486218,0.054543928256,0.445055767604,,,,,
199,0.0878097924955,0.2211864583,0.0543764051253,0.444241101788,,,,,
200,0.0876640368199,0.221546426319,0.0541590631577,0.444031451471,,,,,
201,0.0878503574892,0.222144941174,0.0539369100982,0.444007217382,,,,,
202,0.0877704294926,0.222409192366,0.0536696656108,0.443864673625,,,,,
203,0.0877523361509,0.222486841547,0.0534923992466,0.443786973443,,,,,
204,0.087737043755,0.222940347404,0.05344291324,0.443501380803,,,,,
205,0.0878332639817,0.222887817778,0.0534521120821,0.443547099095,,,,,
206,0.0872718435543,0.223178739559,0.0533600644582,0.44323053166,,,,,
207,0.0866105083312,0.223268535053,0.0531873200149,0.442477783497,,,,,
208,0.0860443464883,0.222589175574,0.0519097141702,0.441852904679,,,,,
209,0.0860708063713,0.222950643185,0.0519210422477,0.441482110338,,,,,
210,0.0859828982392,0.222661472685,0.0513286300782,0.441229690781,,,,,
211,0.0858416342029,0.223019604875,0.0514830324826,0.441006694616,,,,,
212,0.0857938727623,0.22305113977,0.0510127261944,0.44048807871,,,,,
213,0.0855556074361,0.223203102679,0.0511726454105,0.440105481553,,,,,
214,0.085450487209,0.223140611448,0.0513828728292,0.43973774298,,,,,
215,0.0854078234748,0.223058408029,0.0512230538276,0.439622670664,,,,,
216,0.0854776335352,0.223683333269,0.051164537556,0.438620850149,,,,,
217,0.0853028321618,0.223558695628,0.0507075971513,0.438358796004,,,,,
218,0.0849612067374,0.223715433465,0.0509773659729,0.438015475311,,,,,
219,0.0848793073422,0.223403906351,0.0506131023987,0.437698705799,,,,,
220,0.0839722145049,0.223350362552,0.0504155333222,0.437454672868,,,,,
221,0.0838514148165,0.22371983025,0.0503603370213,0.437268000406,,,,,
222,0.0837884380728,0.223716757445,0.0502413997062,0.437148692485,,,,,
223,0.0835650164787,0.223902654001,0.0504134233989,0.436474930429,,,,,
224,0.0834095554619,0.224525068009,0.0506706321994,0.436310734706,,,,,
225,0.0827656782997,0.224686007407,0.0504098145266,0.435672808585,,,,,
226,0.0823836082235,0.224711034959,0.0502217987311,0.435569879294,,,,,
227,0.0822328548881,0.225163113956,0.0507460097789,0.435095929972,,,,,
228,0.0820360910398,0.225275413931,0.0505281783853,0.434548844425,,,,,
229,0.0819643550564,0.225322856652,0.0504855766516,0.434400820971,,,,,
230,0.0819828692134,0.225574991662,0.0506799758607,0.434200515485,,,,,
231,0.0819038221045,0.225706204227,0.0505556533282,0.433986540023,,,,,
232,0.0816351839323,0.225849583669,0.0506727537381,0.433591194269,,,,,
233,0.0815966150506,0.226131550103,0.0505476691358,0.43363563432,,,,,
234,0.0815737979068,0.226274037386,0.0503890280635,0.433617594927,,,,,
235,0.08147779127,0.225914911359,0.050241397676,0.433365631064,,,,,
236,0.080657936472,0.225624689452,0.0500154854778,0.431805745959,,,,,
237,0.0798878510832,0.22573689364,0.049865130806,0.431896676342,,,,,
238,0.0796354730822,0.226441696598,0.0496272654283,0.431619244544,,,,,
239,0.0792735419233,0.226932770399,0.0497309812691,0.431412800726,,,,,
240,0.0790227656969,0.227030702929,0.0497864867822,0.431132432381,,,,,
241,0.0789516963222,0.226991786414,0.049986607408,0.431063852914,,,,,
242,0.0790244790079,0.227365007947,0.0498847994563,0.43088224937,,,,,
243,0.0790210071207,0.227486976872,0.0496074866114,0.430292731213,,,,,
244,0.0787519988729,0.227475501523,0.0493004604671,0.430078025302,,,,,
245,0.0784755563498,0.22755240875,0.049243427671,0.429937492353,,,,,
246,0.0783787912415,0.227971762068,0.0494421285432,0.429351741173,,,,,
247,0.0781678187139,0.227807555746,0.0486228238344,0.428970781012,,,,,
248,0.0781241570306,0.227879437248,0.0488287003153,0.428768876102,,,,,
249,0.0780638718674,0.227777291476,0.0488528231236,0.42868120726,,,,,
250,0.0779573442945,0.228002057218,0.0488887139296,0.428385520365,,,,,
251,0.0780159380983,0.228256459879,0.0489166038045,0.428260293445,,,,,
252,0.0779727669556,0.228570532881,0.049031909132,0.427623989226,,,,,
253,0.077839391586,0.228761290006,0.048668607656,0.427493660658,,,,,
254,0.0771411279936,0.228887434308,0.0482770087149,0.426784783565,,,,,
255,0.0757677452241,0.229095949383,0.0483559750448,0.425659859668,,,,,
256,0.0757869038885,0.229320347758,0.0482507424517,0.425064235995,,,,,
257,0.0757371932746,0.229464309659,0.0483162753977,0.424401560332,,,,,
258,0.0755770473824,0.229514548821,0.0479829557867,0.423649607685,,,,,
259,0.0742672394419,0.229661871041,0.0477790883343,0.42181677411,,,,,
260,0.0735372380027,0.229794087009,0.0481678685792,0.421590289099,,,,,
261,0.0732937327373,0.229905302684,0.048030347665,0.421015110312,,,,,
262,0.0732598503659,0.229957727406,0.0478831954164,0.420850253286,,,,,
263,0.0731299064854,0.229881109191,0.0476691218079,0.42066939354,,,,,
264,0.0729181175713,0.229832050138,0.0477867328681,0.420266004505,,,,,
265,0.0725037177402,0.229923271568,0.0472743808956,0.419948278901,,,,,
266,0.0716476180764,0.230053392483,0.0472950715204,0.41911615866,,,,,
267,0.0715982678226,0.230014704591,0.0472940223521,0.418998733378,,,,,
268,0.0717023386257,0.23003240471,0.0472020384206,0.419019119981,,,,,
269,0.0716840902094,0.230252898821,0.0474194620957,0.418781997916,,,,,
270,0.0716565251996,0.230318397586,0.0474273575137,0.418490508624,,,,,
271,0.071621144015,0.23025838971,0.0474568477187,0.418249513318,,,,,
272,0.0713834571594,0.230379494601,0.0473990555762,0.417678685382,,,,,
273,0.0712684495792,0.230442718483,0.0471140391854,0.417226223796,,,,,
274,0.0710515924872,0.230851312348,0.0471147194109,0.416700086924,,,,,
275,0.0708024977979,0.230765820098,0.0463790334445,0.416289221444,,,,,
276,0.070793025273,0.231054506577,0.0464580054747,0.416220232674,,,,,
277,0.0704793460827,0.231163363618,0.0458150350348,0.414858439048,,,,,
278,0.0702603200178,0.231222943755,0.0454511159848,0.414859291391,,,,,
279,0.0701504813615,0.2315458092,0.0454825345523,0.414313174317,,,,,
280,0.0702075985425,0.231675317925,0.0453757590319,0.414172850165,,,,,
281,0.0701442663605,0.232127880103,0.0454459947327,0.413331328383,,,,,
282,0.0700903867047,0.232235577204,0.045485093421,0.413172243559,,,,,
283,0.0699958313092,0.232445451182,0.045261238579,0.412620488389,,,,,
284,0.0697160313392,0.232474374384,0.0449446254197,0.412334663849,,,,,
285,0.0692835753351,0.232178267371,0.0446813523155,0.411894217286,,,,,
286,0.0684821843065,0.232074511655,0.0444340571353,0.411279012406,,,,,
287,0.0673881784422,0.232331705271,0.0442750113612,0.410519521416,,,,,
288,0.0672865336512,0.232574742811,0.044145158391,0.410315008545,,,,,
289,0.0668822902003,0.232546597112,0.043791646212,0.409853424873,,,,,
290,0.0664622959662,0.233011591415,0.0438345400695,0.409204613466,,,,,
291,0.0662282333389,0.233256795531,0.0438804171803,0.408508013977,,,,,
292,0.0662044635588,0.233416789326,0.0437390942817,0.407826388124,,,,,
293,0.0661615817407,0.233426865971,0.0437728518745,0.407746682696,,,,,
294,0.0661627867064,0.233396470728,0.0432573004633,0.407697695448,,,,,
295,0.0659299302872,0.233347230741,0.0434727025574,0.407475734748,,,,,
296,0.0658807665908,0.233601406599,0.0433453895154,0.40737302493,,,,,
297,0.0657568551438,0.233932693057,0.0432019552574,0.407174747757,,,,,
298,0.0657084709596,0.233841089039,0.0432767343041,0.407136150801,,,,,
299,0.065713860307,0.233925732222,0.0431854826088,0.407178869105,,,,,
