Time(Iteration),hLinUCBCoTheta,LinUCBCoTheta,,,hLinUCBV,hLinUCBCoThetaV,hLinUCBR,hLinUCBRV
46,0.453101354876,0.190328040886,,,1.11976592031,0.0,0.0,0.0127193266416
47,0.448424174745,0.188027129202,,,1.21490418694,0.0,0.0,0.0102362013547
48,0.448424174745,0.186418886069,,,1.15715310003,0.0,0.0,0.00700021307087
49,0.445363025936,0.184346210653,,,1.05822618033,0.0,0.0,0.00937753402806
50,0.443998053765,0.181911024999,,,0.995834100593,0.0,0.0,0.00519372509265
51,0.443998053765,0.181010290396,,,1.09407658487,0.0,0.0,0.0194750234775
52,0.435661569688,0.180202136512,,,1.18616817338,0.0,0.0,0.00453037533512
53,0.43024683937,0.178739047203,,,1.06421451649,0.0,0.0,0.0243953347275
54,0.43024683937,0.177755370247,,,1.12868198916,0.0,0.0,0.00632863039031
55,0.43024683937,0.169041817273,,,1.18136156799,0.0,0.0,0.00600955042297
56,0.415585046992,0.165945826925,,,1.06560170057,0.0,0.0,0.00951139198452
57,0.415585046992,0.164294452437,,,1.13895314763,0.0,0.0,0.00188629797812
58,0.415585046992,0.161346293462,,,1.1778577027,0.0,0.0,0.0122181947245
59,0.411458258301,0.160512281541,,,0.991902724266,0.0,0.0,0.00277612170972
60,0.409875122891,0.159516671523,,,1.17378227218,0.0,0.0,0.00810631769222
61,0.409875122891,0.139312407882,,,1.1967538723,0.0,0.0,0.0050044896768
62,0.409419865965,0.138415205626,,,0.885180644771,0.0,0.0,0.0206190983723
63,0.395630530866,0.137307731056,,,1.09868445125,0.0,0.0,0.0191177743921
64,0.395630530866,0.137596534161,,,0.943429541534,0.0,0.0,0.00186464970011
65,0.395630530866,0.138106121408,,,1.05054764859,0.0,0.0,0.00434991428221
66,0.388417264369,0.137411912003,,,0.996425367632,0.0,0.0,-0.000128263443412
67,0.388547366882,0.135120641111,,,1.02203477581,0.0,0.0,0.0112701204193
68,0.388547366882,0.13454328704,,,1.14595483744,0.0,0.0,0.0108548814027
69,0.388547366882,0.134038588728,,,1.11177867996,0.0,0.0,0.0119677259194
70,0.381195395731,0.132651988279,,,1.10969985975,0.0,0.0,0.00554165709453
71,0.381007748484,0.129902366094,,,1.0029976977,0.0,0.0,0.00766955382443
72,0.381007748484,0.129425084274,,,1.0305625568,0.0,0.0,0.00371074078264
73,0.381007748484,0.128109529317,,,1.04300500323,0.0,0.0,0.00391534700499
74,0.37157534255,0.126929615369,,,1.13743592036,0.0,0.0,0.00745517996188
75,0.37157534255,0.126780940815,,,1.07991030265,0.0,0.0,0.00552309755338
76,0.37157534255,0.125958473627,,,1.0914050099,0.0,0.0,0.00681549707735
77,0.371442675451,0.125853083119,,,1.10998669191,0.0,0.0,0.00147499258347
78,0.367204468957,0.125147813064,,,1.10860550135,0.0,0.0,-0.00131910941817
79,0.367204468957,0.123146811816,,,1.06842774036,0.0,0.0,0.00883695222802
80,0.367204468957,0.123473389038,,,1.08343111787,0.0,0.0,0.00602476105378
81,0.367171770061,0.12299846247,,,1.0027514675,0.0,0.0,0.000268778735904
82,0.362169089018,0.119016274329,,,1.01495760758,0.0,0.0,0.00726438785934
83,0.362169089018,0.11888578891,,,0.882527561242,0.0,0.0,0.00588071849863
84,0.362169089018,0.117891600988,,,1.06885374999,0.0,0.0,-0.000168926320839
85,0.362169089018,0.117815987839,,,1.1274019103,0.0,0.0,0.00389185815072
86,0.355923681136,0.117887053301,,,1.04578632295,0.0,0.0,-0.00077354340279
87,0.355923681136,0.117480050815,,,1.00487497086,0.0,0.0,0.000606188717809
88,0.355923681136,0.115566424945,,,1.04592339646,0.0,0.0,0.00640043375552
89,0.355923681136,0.114780975691,,,0.991871836925,0.0,0.0,0.0017121153517
90,0.344736238317,0.113974161495,,,1.01758705334,0.0,0.0,-0.00189514250901
91,0.344622035793,0.114161609524,,,1.11532806387,0.0,0.0,0.00136887721508
92,0.344622035793,0.113706878654,,,1.0308510835,0.0,0.0,0.0045622291894
93,0.344622035793,0.114012224157,,,0.959458434116,0.0,0.0,0.00404329584464
94,0.34216397111,0.112643487226,,,0.977232258113,0.0,0.0,0.00351024245541
95,0.340648217361,0.111935383658,,,1.09636672114,0.0,0.0,0.00150451700302
96,0.340648217361,0.111203245736,,,1.11205914767,0.0,0.0,0.00215609578378
97,0.340648217361,0.111382465859,,,1.0587102813,0.0,0.0,0.00631789216552
98,0.340591402851,0.111082894871,,,0.868001754811,0.0,0.0,0.00172031414312
99,0.339490242152,0.110753501811,,,1.0040969965,0.0,0.0,0.0033696680384
100,0.339490242152,0.110824939829,,,1.13991161271,0.0,0.0,0.00490197907578
101,0.339490242152,0.110711730185,,,1.09717375217,0.0,0.0,-0.000911189540549
102,0.339490242152,0.11072338865,,,1.03227165641,0.0,0.0,0.00330443174925
103,0.337905005402,0.110774260935,,,1.0619069549,0.0,0.0,0.0120199621523
104,0.323393441908,0.110633857517,,,1.02794133235,0.0,0.0,0.00104401469995
105,0.323393441908,0.110459333681,,,1.12079543887,0.0,0.0,0.00144673907923
106,0.323393441908,0.110086654662,,,1.04381023573,0.0,0.0,0.00544573166897
107,0.323393441908,0.11030340053,,,1.15496859273,0.0,0.0,0.00541564416435
108,0.321060641589,0.109704964453,,,1.06649273195,0.0,0.0,0.0135366904413
109,0.321060641589,0.109201748972,,,1.02047244306,0.0,0.0,0.00310625904893
110,0.321060641589,0.109143801082,,,0.996208565529,0.0,0.0,0.00897625471943
111,0.321060641589,0.108939311353,,,1.15870833048,0.0,0.0,0.0039129349542
112,0.319387348899,0.108577896842,,,1.18682505574,0.0,0.0,0.00315380375108
113,0.312134311006,0.108964509917,,,1.20081135353,0.0,0.0,-0.000531557182896
114,0.312134311006,0.108758806897,,,1.02814586645,0.0,0.0,0.00282609391535
115,0.312134311006,0.10855496337,,,1.11429714815,0.0,0.0,0.00983657856411
116,0.312134311006,0.108693713386,,,0.963765208215,0.0,0.0,0.00491903146605
117,0.311555087408,0.106805596726,,,0.929828547722,0.0,0.0,0.00107421799111
118,0.309975462548,0.106116363616,,,1.07069160768,0.0,0.0,0.00536715846078
119,0.309975462548,0.106119532096,,,1.15556194142,0.0,0.0,0.00485661216888
120,0.309975462548,0.105585597102,,,1.12801817939,0.0,0.0,0.000594172770749
121,0.309975462548,0.1057878029,,,1.10236792028,0.0,0.0,0.00344682595858
122,0.307190494116,0.10427462257,,,1.06839534046,0.0,0.0,0.000610792313486
123,0.307100971799,0.103786700375,,,1.05314442287,0.0,0.0,0.00937969522855
124,0.307100971799,0.103355676684,,,1.05663778109,0.0,0.0,0.00670862241493
125,0.307100971799,0.103212723383,,,0.911637140872,0.0,0.0,0.00207114729084
126,0.307100971799,0.103031703808,,,1.10917123816,0.0,0.0,0.00199089453584
127,0.304694848575,0.102866184328,,,1.10336178167,0.0,0.0,0.0022489454291
128,0.299629584252,0.10267097712,,,1.13564632964,0.0,0.0,0.0031116105743
129,0.299629584252,0.102434577157,,,1.14258079777,0.0,0.0,0.000158364795541
130,0.299629584252,0.102057001784,,,1.04734612402,0.0,0.0,0.00611734787806
131,0.299629584252,0.0996902243404,,,1.01934923309,0.0,0.0,0.000941758765639
132,0.299006113764,0.0991614842926,,,1.12736700179,0.0,0.0,0.00105715778664
133,0.295459471741,0.0990364299817,,,0.958131401108,0.0,0.0,0.00430236307516
134,0.295459471741,0.0987349314773,,,1.1564280299,0.0,0.0,0.0020202619763
135,0.295459471741,0.0983680994439,,,1.03097261034,0.0,0.0,0.000604746416432
136,0.295459471741,0.0981999919906,,,1.12635656877,0.0,0.0,0.000326856973619
137,0.293654279531,0.0968634284608,,,1.04283455499,0.0,0.0,0.0127257761161
138,0.292190141566,0.0966142849461,,,0.969973085223,0.0,0.0,0.000589863179847
139,0.292190141566,0.0966706108056,,,0.988969324661,0.0,0.0,0.00638151165341
140,0.292190141566,0.0956556081847,,,1.04415817363,0.0,0.0,0.00067580777244
141,0.292190141566,0.0949867087312,,,1.00501490871,0.0,0.0,0.00115473031589
142,0.280938935304,0.0946506116455,,,1.24244152995,0.0,0.0,-0.000960353220164
143,0.279210699404,0.0945432566522,,,1.01204894062,0.0,0.0,0.00206548808854
144,0.279210699404,0.0936158050483,,,1.05789211088,0.0,0.0,0.00166778011733
145,0.279210699404,0.0934372951988,,,0.955385686263,0.0,0.0,0.0041856169341
146,0.279210699404,0.0931700645934,,,1.05575514625,0.0,0.0,0.00664468986436
147,0.275869699879,0.0926369142101,,,1.05607417063,0.0,0.0,0.00235609947375
148,0.272791159686,0.0922212770039,,,1.04755687405,0.0,0.0,0.00817321299292
149,0.272791159686,0.0922572289605,,,1.11374685302,0.0,0.0,0.00311772593951
150,0.272791159686,0.0924201281157,,,0.960795679491,0.0,0.0,0.00460702875018
151,0.272791159686,0.0919417367075,,,1.01994831055,0.0,0.0,-0.000403836125265
152,0.270516780064,0.0915316854782,,,1.03794287507,0.0,0.0,0.00124785004541
153,0.269243496754,0.0899094044069,,,1.08611758136,0.0,0.0,0.0103544949359
154,0.269243496754,0.0897908335327,,,1.10051283713,0.0,0.0,0.00583018152609
155,0.269243496754,0.0896582959365,,,1.05777409998,0.0,0.0,0.00795749683193
156,0.269243496754,0.0894933400019,,,1.00356061474,0.0,0.0,0.00316270822125
157,0.267050399053,0.0887958303314,,,1.04242070879,0.0,0.0,0.000767391241118
158,0.259377712224,0.0889998586116,,,1.04711449486,0.0,0.0,0.00249150659527
159,0.259377712224,0.0887963537134,,,1.03226608527,0.0,0.0,0.00293482100626
160,0.259377712224,0.088558676144,,,1.17150196789,0.0,0.0,0.00233148067675
161,0.259377712224,0.0884304781263,,,1.12215337629,0.0,0.0,0.00389820595975
162,0.258204850298,0.0883575319126,,,0.99423897541,0.0,0.0,0.00182974420399
163,0.256184675392,0.0884731516457,,,1.04422141323,0.0,0.0,0.00244804641129
164,0.256184675392,0.0882346471353,,,0.954400167569,0.0,0.0,0.00164650183144
165,0.256184675392,0.0878132860464,,,0.964326833723,0.0,0.0,0.00199542384533
166,0.256184675392,0.0880146055979,,,1.12806101256,0.0,0.0,0.00373738908001
167,0.254049846849,0.0879815652678,,,1.11591856414,0.0,0.0,0.00507495452099
168,0.253912753479,0.0880815220564,,,1.1490517306,0.0,0.0,0.00198843270289
169,0.253912753479,0.0877236364444,,,1.12560722763,0.0,0.0,0.000560605422409
170,0.253912753479,0.0878885855311,,,1.17489468932,0.0,0.0,0.00374031869843
171,0.253912753479,0.0875623159201,,,1.05591735835,0.0,0.0,0.00119544273726
172,0.253165083697,0.087353792568,,,1.08635340453,0.0,0.0,0.000410130397771
173,0.252892351907,0.0870566090421,,,1.04761850107,0.0,0.0,0.00236645676641
174,0.252892351907,0.08613561235,,,1.19543366268,0.0,0.0,0.0091580339488
175,0.252892351907,0.0860895756316,,,1.10127737065,0.0,0.0,0.00080292807405
176,0.252892351907,0.0843550903787,,,0.964720951222,0.0,0.0,0.00332661953989
177,0.244184333295,0.0842245016056,,,0.90163398524,0.0,0.0,-0.000619533469648
178,0.244074791279,0.0841037793394,,,0.998774513523,0.0,0.0,0.00327979675284
179,0.244074791279,0.0838318730239,,,1.01579127392,0.0,0.0,0.00388648503388
180,0.244074791279,0.0831794683635,,,1.19582700272,0.0,0.0,0.00196635916324
181,0.244074791279,0.0822789020743,,,1.08269353696,0.0,0.0,0.00199381098284
182,0.243301799458,0.0823233087018,,,1.02970975455,0.0,0.0,0.000793237206942
183,0.244237232899,0.082388714242,,,0.993609129515,0.0,0.0,0.00233029412911
184,0.244237232899,0.0823820064712,,,1.14478473571,0.0,0.0,0.00103550912954
185,0.244237232899,0.0825166525926,,,1.19797826379,0.0,0.0,-0.000969961160079
186,0.244237232899,0.0825430820238,,,1.14507594648,0.0,0.0,-0.00284678266129
187,0.243951953389,0.0825006142227,,,1.07943060307,0.0,0.0,0.00263755630743
188,0.243693135388,0.0824866424174,,,0.955937073541,0.0,0.0,0.00172310466166
189,0.243693135388,0.082243030496,,,1.0777778249,0.0,0.0,0.00358206656984
190,0.243693135388,0.0821422518389,,,1.14027079996,0.0,0.0,0.00428600186423
191,0.243693135388,0.0820635406383,,,1.05728549674,0.0,0.0,0.00224749607625
192,0.243064517732,0.0819190254246,,,1.05219749058,0.0,0.0,0.000374621088136
193,0.240048812876,0.0817222407609,,,0.937975824217,0.0,0.0,-0.00153246410413
194,0.240048812876,0.0820593150546,,,1.11520756699,0.0,0.0,0.000269557386239
195,0.240048812876,0.0816527106221,,,1.08123712475,0.0,0.0,0.00838076707825
196,0.240048812876,0.081428515084,,,1.07869851792,0.0,0.0,5.42470601838e-05
197,0.238696101337,0.0812756770121,,,0.977699486124,0.0,0.0,-0.00117972716267
198,0.238130692643,0.0815275626774,,,1.02915850461,0.0,0.0,-0.00112118933892
199,0.238130692643,0.0815902200705,,,1.13506301219,0.0,0.0,0.00292470149297
200,0.238130692643,0.0814594379048,,,1.11013912232,0.0,0.0,0.0016382561726
201,0.238130692643,0.0814913052067,,,1.0682861377,0.0,0.0,0.00121633653968
202,0.23749052808,0.0813141065478,,,1.08302854033,0.0,0.0,0.000501123680617
203,0.237560581378,0.0813598853167,,,0.98696651086,0.0,0.0,0.00245917464674
204,0.237560581378,0.0812604806083,,,1.04431446597,0.0,0.0,0.00150083303166
205,0.237560581378,0.08061404935,,,1.06453329916,0.0,0.0,0.0010650113378
206,0.237560581378,0.0806496807823,,,0.999186051202,0.0,0.0,-0.000494555763944
207,0.237056061803,0.0791472044645,,,1.08708446987,0.0,0.0,0.0131162191367
208,0.236943018499,0.0792141764059,,,1.08244482208,0.0,0.0,0.001920249835
209,0.236943018499,0.0790754735626,,,1.03936222361,0.0,0.0,-0.0022614392349
210,0.236943018499,0.0787845855539,,,1.05578424062,0.0,0.0,0.00115511107895
211,0.236943018499,0.0786189069469,,,1.06228994205,0.0,0.0,0.0018728026203
212,0.219135429343,0.0786657333133,,,1.02860391736,0.0,0.0,-0.00155945270986
213,0.219071796443,0.0788282444789,,,1.07883478662,0.0,0.0,0.00207730483731
214,0.219071796443,0.0787366363076,,,1.2638232792,0.0,0.0,0.0002141902583
215,0.219071796443,0.0788904004782,,,1.10284046205,0.0,0.0,0.00293507568413
216,0.219071796443,0.0786160309571,,,1.13913443235,0.0,0.0,0.000715614699169
217,0.219054311647,0.0783945004041,,,1.16947907945,0.0,0.0,0.00162813112817
218,0.217611659571,0.0783960067981,,,1.22194408864,0.0,0.0,-0.00133212968743
219,0.217611659571,0.0783319212393,,,1.19365287798,0.0,0.0,0.00245615383476
220,0.217611659571,0.078556958855,,,0.961485782105,0.0,0.0,0.00108258926455
221,0.217611659571,0.0783673456159,,,1.11237136035,0.0,0.0,-0.00176641161446
222,0.217046174291,0.0782655991307,,,1.03180392368,0.0,0.0,0.000820082721188
223,0.216893162165,0.0780176142065,,,1.09732895849,0.0,0.0,-0.000447346976299
224,0.216893162165,0.0778272515968,,,1.00553676891,0.0,0.0,0.000250693953466
225,0.216893162165,0.0772534361801,,,1.06183932195,0.0,0.0,0.000615735597017
226,0.216893162165,0.0773141829567,,,0.990326376792,0.0,0.0,0.000402125340263
227,0.216205480823,0.0771393482424,,,1.11610125947,0.0,0.0,-0.000430115343676
228,0.215951312276,0.0769554859955,,,1.03116002572,0.0,0.0,0.00187661155101
229,0.215951312276,0.0771310361277,,,1.07852860677,0.0,0.0,0.0020639439711
230,0.215951312276,0.0771944192484,,,1.110788878,0.0,0.0,0.00131135204894
231,0.215951312276,0.0767990316341,,,1.08606422473,0.0,0.0,-0.000244867477702
232,0.215459794384,0.0764387796203,,,1.11440843388,0.0,0.0,0.00209091339455
233,0.21513542371,0.0763907564667,,,1.12945371012,0.0,0.0,0.00142375746251
234,0.21513542371,0.0759694056961,,,0.960257041809,0.0,0.0,0.00223953989401
235,0.21513542371,0.0756401186778,,,1.10684509391,0.0,0.0,-0.00032249585526
236,0.21513542371,0.0756435722542,,,1.06219211359,0.0,0.0,-0.000677890613629
237,0.214849463863,0.0747847623969,,,1.14794223361,0.0,0.0,0.000926106252003
238,0.214763732708,0.0748713037877,,,1.15612821141,0.0,0.0,0.000228786535833
239,0.214763732708,0.0748145327795,,,0.940426514934,0.0,0.0,0.0012332838817
240,0.214763732708,0.0747723986028,,,1.17330944703,0.0,0.0,0.000262236829979
241,0.214763732708,0.0742184413585,,,1.0717691962,0.0,0.0,-8.07274290932e-05
242,0.213958134106,0.0742283565248,,,0.957551200802,0.0,0.0,0.00381206448576
243,0.212846934212,0.0741948427328,,,0.996114055678,0.0,0.0,0.00229517555763
244,0.212846934212,0.0740438181252,,,1.12398121718,0.0,0.0,0.00207498608715
245,0.212846934212,0.0740886444018,,,1.18690677084,0.0,0.0,-0.000547712926539
246,0.212846934212,0.0741525495118,,,1.05426387391,0.0,0.0,0.00235839864141
247,0.212388869972,0.0743359724906,,,0.903188439039,0.0,0.0,0.0033113338017
248,0.212420436923,0.0737514701707,,,0.872655950663,0.0,0.0,0.000373154570455
249,0.212420436923,0.0735182125523,,,0.835414294913,0.0,0.0,0.00069310442384
250,0.212420436923,0.0733750311531,,,1.09092293814,0.0,0.0,-0.000495599024198
251,0.212420436923,0.0734324469645,,,1.0577778129,0.0,0.0,0.00166165160697
252,0.212296571331,0.0734835426566,,,1.12267972841,0.0,0.0,-0.00058737275503
253,0.212243802325,0.0734589775097,,,0.929364168252,0.0,0.0,0.000971285614676
254,0.212243802325,0.0732847109849,,,1.02340764296,0.0,0.0,0.00105415498454
255,0.212243802325,0.073253920475,,,1.00027276007,0.0,0.0,0.00306571559603
256,0.212243802325,0.0731443891281,,,1.1277671661,0.0,0.0,-0.000617885736802
257,0.211924774151,0.0731730432998,,,1.14780823631,0.0,0.0,0.00043410598543
258,0.211899633936,0.0729807494635,,,1.06655762006,0.0,0.0,0.00286098996593
259,0.211899633936,0.0726659399096,,,1.08062186069,0.0,0.0,0.00395905475673
260,0.211899633936,0.0723354159484,,,1.09356557854,0.0,0.0,0.000161895676918
261,0.211899633936,0.0722507378103,,,1.15226701525,0.0,0.0,0.0013668376782
262,0.211776881737,0.071898709236,,,1.13198914771,0.0,0.0,0.00174449284858
263,0.211263448549,0.0719837625835,,,1.11376599116,0.0,0.0,-0.000434665173744
264,0.211263448549,0.0718852341774,,,1.02468597132,0.0,0.0,-0.00138184301395
265,0.211263448549,0.0717898875229,,,1.04095315887,0.0,0.0,0.00108159621287
266,0.211263448549,0.0717006419521,,,1.01838468616,0.0,0.0,0.000760625217032
267,0.210569368721,0.0714085753775,,,1.04840493782,0.0,0.0,-0.00065209229232
268,0.209966284546,0.0705511232176,,,1.0079195433,0.0,0.0,0.00134162412542
269,0.209966284546,0.0705568819362,,,1.03436829171,0.0,0.0,-0.00144834343716
270,0.209966284546,0.0704232715101,,,0.933529745029,0.0,0.0,-8.41707298506e-05
271,0.209966284546,0.0702987142184,,,0.980903811753,0.0,0.0,0.00134166519299
272,0.209505791364,0.0701468779563,,,1.11423201753,0.0,0.0,0.00229995844627
273,0.208752061513,0.0695683966727,,,1.09614049371,0.0,0.0,0.00227264122014
274,0.208752061513,0.0694734106904,,,1.08940233689,0.0,0.0,0.00214508647006
275,0.208752061513,0.0663446416594,,,1.12451456513,0.0,0.0,0.00035172359572
276,0.208752061513,0.0659995665289,,,0.948964122075,0.0,0.0,0.000499228617797
277,0.207440731957,0.0658547784402,,,1.11080012947,0.0,0.0,0.00283776834314
278,0.206912636427,0.0658348065207,,,1.00944232499,0.0,0.0,-0.0011493236724
279,0.206912636427,0.0657908769318,,,1.12309000534,0.0,0.0,0.000719074319651
280,0.206912636427,0.0652608382443,,,0.895284342958,0.0,0.0,0.00341099850973
281,0.206912636427,0.0651867391406,,,1.09778907666,0.0,0.0,0.000567084558093
282,0.2063044634,0.0648628276657,,,1.0217363162,0.0,0.0,0.00320241236196
283,0.204735961083,0.065117086666,,,1.12955444825,0.0,0.0,-5.54709777116e-05
284,0.204735961083,0.0650184550726,,,1.03832827247,0.0,0.0,-0.000716127012567
285,0.204735961083,0.0649093776785,,,1.02603173566,0.0,0.0,0.00240156561262
286,0.204735961083,0.064531906309,,,1.02792527277,0.0,0.0,0.000845366872729
287,0.203729991564,0.0644978349882,,,1.07755192125,0.0,0.0,0.000660838299522
288,0.203630865026,0.0645248982462,,,0.917834626818,0.0,0.0,0.00143274798252
289,0.203630865026,0.0644337267662,,,1.06325556743,0.0,0.0,-0.000680453109502
290,0.203630865026,0.0642759665324,,,1.09408489243,0.0,0.0,0.00296519916528
291,0.203630865026,0.0640958194638,,,1.00859956747,0.0,0.0,0.00273225819202
292,0.202819839089,0.0643188328361,,,1.20581720595,0.0,0.0,4.17213702576e-05
293,0.202792345913,0.0644298132748,,,1.03645283671,0.0,0.0,0.00124822635028
294,0.202792345913,0.0646258127023,,,1.08536090493,0.0,0.0,0.00114832969458
295,0.202792345913,0.0645336624394,,,1.07262761429,0.0,0.0,2.85042379752e-05
296,0.202792345913,0.0644295106505,,,0.90652681887,0.0,0.0,-0.000148533526351
297,0.202439866766,0.0643962599126,,,1.05583403899,0.0,0.0,0.00431083136846
298,0.202477370948,0.0645212818027,,,1.03464692006,0.0,0.0,0.000703271853885
299,0.202477370948,0.0638669651405,,,1.07544892743,0.0,0.0,0.0041362373171
