Time(Iteration),CoLin,GOBLin,LinUCB
219,6.32223416918,9.39839049465,31.0730839511
220,6.32223416918,9.39839049465,31.118635454
221,6.35041616791,9.42657249338,31.1468174527
222,6.35041616791,9.42657249338,31.1468174527
223,6.35129260167,9.44854737944,31.1687923388
224,6.35836572188,9.46399903712,31.1842439964
225,6.35836572188,9.46399903712,31.1842439964
226,6.35836572188,9.494763489,31.2150084483
227,6.35836572188,9.494763489,31.2150084483
228,6.37986215795,9.51625992506,31.2365048844
229,6.38803023967,9.52442800679,31.2446729661
230,6.40326256625,9.55480148381,31.2750464431
231,6.40326256625,9.55480148381,31.2750464431
232,6.40326256625,9.55480148381,31.2750464431
233,6.40684365668,9.55838257423,31.3417949343
234,6.40684365668,9.55838257423,31.3417949343
235,6.40684365668,9.56284212479,31.3462544848
236,6.44851009843,9.60450856654,31.3879209266
237,6.44851009843,9.61455785766,31.3979702177
238,6.45053303092,9.63936115204,31.4224285248
239,6.45053303092,9.63936115204,31.4224285248
240,6.45058792924,9.64011504959,31.423127524
241,6.45058792924,9.64011504959,31.423127524
242,6.45293118608,9.64245830642,31.4254707809
243,6.45293118608,9.64245830642,31.4354027298
244,6.45293118608,9.66732512348,31.4602695468
245,6.45293118608,9.66732512348,31.5077349271
246,6.46212041739,9.67990565253,31.5397207888
247,6.46212041739,9.79666724921,31.6395908312
248,6.47716637568,9.86216930758,31.6900469312
249,6.47716637568,9.91610375002,31.7439813737
250,6.49997549798,9.91791389051,31.7457915142
251,6.5064866992,9.92442509174,31.7523027154
252,6.5064866992,9.92442509174,31.7523027154
253,6.5064866992,9.92442509174,31.7523027154
254,6.51619869255,10.0326545219,31.8605321456
255,6.53728858363,10.0813772294,31.909254853
256,6.5385711855,10.0826598313,31.9105374549
257,6.54097087232,10.0840235462,31.9119011698
258,6.54628656627,10.1229517496,31.9119011698
259,6.55894886369,10.135614047,31.9195518788
260,6.59013049355,10.1667956768,31.9507335086
261,6.59013049355,10.2275022843,32.0114401161
262,6.59013049355,10.2581948331,32.0421326649
263,6.59736911711,10.2654334567,32.0881806802
264,6.59955818895,10.2757428886,32.0984901121
265,6.60258964876,10.2787743484,32.1015215719
266,6.66624504034,10.2898897524,32.1126369759
267,6.68845654697,10.3122672282,32.1350144517
268,6.69226202228,10.3574445902,32.1801918137
269,6.69396473291,10.3731869805,32.2217784118
270,6.7001177955,10.3847763876,32.233367819
271,6.7001177955,10.3914427773,32.2400342086
272,6.7001177955,10.4602767793,32.3088682107
273,6.7001177955,10.4976627595,32.3462541909
274,6.7001177955,10.4976627595,32.3462541909
275,6.70245588184,10.5022410206,32.3508324519
276,6.70792954493,10.5207897846,32.369381216
277,6.70792954493,10.5254390459,32.3740304772
278,6.70792954493,10.5254390459,32.470099675
279,6.71370953566,10.5721393871,32.5168000163
280,6.71370953566,10.6050446237,32.5321258781
281,6.72291434905,10.6099591535,32.5370404079
282,6.72291434905,10.6099591535,32.5420785758
283,6.72291434905,10.6099591535,32.5420785758
284,6.72891022191,10.6830122629,32.6151316851
285,6.72891022191,10.6830122629,32.6151316851
286,6.73573893726,10.6922075377,32.6243269599
287,6.73573893726,10.6922075377,32.6243269599
288,6.73573893726,10.6922075377,32.6243269599
289,6.74573114297,10.7021997434,32.6343191657
290,6.75731393434,10.7282768962,32.6642398147
291,6.75731393434,10.7282768962,32.6642398147
292,6.75731393434,10.7282768962,32.7365709426
293,6.75731393434,10.7427351956,32.751029242
294,6.75731393434,10.7496193604,32.7579134068
295,6.7821807514,10.7744861774,32.7827802239
296,6.79806948952,10.7903749156,32.798668962
297,6.80176494478,10.7903749156,32.798668962
298,6.80176494478,10.7903749156,32.798668962
299,6.80214276791,10.7907527387,32.7990467851
